,emotion,labels_clean
53678,angry,Weve chatted about it for sure Like I said the guy doesnt really care Very unnerving
53679,angry,Ahaha that sounds tempting but I try to take the high road on this one because its already driving me up a wall
53724,disgusted,Hope you didnt take a bath after that
53725,disgusted,Minus one for cats
53726,disgusted,Haha Nope Never again
53753,annoyed,Yeah I have one but theyre all over the place it seems like
53754,annoyed,Thats funny just dont let it in your room while your sleeping
53755,annoyed,Mine still has his claws and now he has resorted to clawing my chair when he want attention
53756,annoyed,oh no no that one The other one does sleep right next to my head though
53971,disgusted,What did you eat
53972,disgusted,That sounds like the worst feeling
53973,disgusted,I ate meal worms They were still alive and I could feel them crawling in my mouth
54135,disgusted,Wow  that must be do disgusting 
54136,disgusted,I know exactly how that feels  
54137,disgusted,It was so gross I felt like I was going to throw up
54345,disgusted,Wow  what happened 
54346,disgusted,That is their problem  please do not let it affect you
54347,disgusted,i was just talking about how i miss old days and they said that i was too positive
54368,disgusted,me too
54369,disgusted,can you not see it how everyone is just chasing after their desires living in this delusional reality thinking they are free but in reality they are just sheep living in a cettle they dont even see that because of their desires as long sa they can chase after women money and drugs they are fine but they cant see how they are nothing more than just sheep if only there was a way to wake them up to show them what being a human is
54370,disgusted,why do you hate it
54393,disgusted,Maggots are so disgusting Had the trash been sitting for awhile
54394,disgusted,Yeah they can multiply pretty quickly
54395,disgusted,Oh yeah  but never knew it could be that much  The sight alone was horrible 
54407,disgusted,Thats so disgusting I hope you didnt have to pay your bill
54408,disgusted,I bet Thats so gross I would have been sick
54409,disgusted,Yeah she did something The manager was pretty upset too 
54467,disgusted,I know how you feel that would gross me out too  Makes me feel like whoever prepared my food was not very clean
54468,disgusted,I agree I wouldnt be in the mood to eat after that either its disgusting
54469,disgusted,No it just feels yuck It pretty much makes you lose your appetite 
54498,annoyed,who does and that is mean of them
54499,annoyed,Sure  your worth your time do not be so down on yourself
54500,annoyed,They dont worth my time
54520,angry,Wow  that was not cool at all
54521,angry,Ohhh kids  Please just take it easy on them ok
54522,angry,The bike was totaled and I had damage to the car Needless to say somebody was in big trouble
54542,disgusted,I do I have one and another one on the way They can be gross little critters
54543,disgusted,Oh thats rough That can be a lot of clean up
54544,disgusted,Youre not kidding When he eats spaghetti its the worst Pasta sauce gets everywhere
54656,annoyed,Oh thats rough I bet that ruined them didnt it
54657,annoyed,Sounds like the start to a bad day
54658,annoyed,exactly  and I was already late to work 
54822,disgusted,Really Did you avoid eating them
54823,disgusted,Wow That happened to me at work when I was pregnant too Except for me it was curry
54824,disgusted,I tried but once I had to go to a brunch work thing for my husbands job  I spent the whole time in the restroom
54973,annoyed,Yes its annoying People should put more thoughts into it before they decide to be so opinionated
54974,annoyed,Oh yes I know Some breeds get bad raps and people are so quick to judge I used to have a pit bull who was a sweetheart
54975,annoyed,Agreed My husband and I did a ton of research on a new puppy we were getting and she still found the worst article she could to act like she knew more than us 
55053,disgusted,Oh my god I bet you were grossed out but laughing at the same time
55054,disgusted,I really hope that is the last time it happens
55055,disgusted,It was so gross She had been eating a chocolate granola bar so I thought it was just chocolate It is funny now but I was mortified then
55056,disgusted,You and me both
55103,disgusted,I am so sorry to hear that Are you feeling nauseated 
55104,disgusted,Youre not grossing me out at all Im a ParamedicFirefighter so it takes alot to get me squirming I hope you feel better Drink lots of Gatorade and water to rehydrate so you dont feel awful tomorrow and try to get your hands on some Zofran for the Nausea 
55105,disgusted,Absolutely Feel better soon
55106,disgusted,I was feeling worse earlier with a lot of food poisoning like symptoms Im just now getting over the nausea Sorry to gross you out
55107,disgusted,Wow I didnt think of zofran Thanks for the advice
55114,disgusted,Ew thats really disturbing  The sight of cockroaches always gives me the willies
55115,disgusted,Yes I shudder to think of the condition of the rest of the home if the car seat is like that
55116,disgusted,Me too I felt like they were all over me I cant imagine the house they live in
55270,angry,Oh no thats terrible Are you okay
55271,angry,Im glad you werent injured but it really sucks that your car is totaled I hope you have a reliable mode of transportation
55272,angry,Yes I was coming around a curve and they just pulled out My car is totaled though
55378,disgusted,wow that must be gross i know it would make me feel like throwing up too
55379,disgusted,dont blame you but as a parent you must see a lot of gross things coming from kids
55380,disgusted,It was I couldnt get out of there fast enough
55381,disgusted,thats not neighborly of them i would be upset too
55382,disgusted,omg did you have a talk with them about how they need to clean up after their dog
55383,disgusted,yeah and i stepped in their dogs poo this morning
55393,annoyed,Have you set up cameras to monitor the property
55394,annoyed,Maybe report what is going on to the local PD
55395,annoyed,Yeah those help me a lot as far as getting to them early but they are just constantly at it Its not even hunting season
55396,annoyed,Trust me the police are involved They hate coming out because its always the same thing Sometimes the same guys too
55448,angry,Dude That sucks I am so sorry about that What happened
55449,angry,Ugh That really irritates me I am so sorry that happened Too bad they couldnt catch those creeps 
55450,angry,It was some internet phishing thing  She had zero recourse  I guess its actually a little lucky she didnt lose more
55457,disgusted,oh my gosh did you actually lose the card
55458,disgusted,It is I have had that happen with 2 of my cards and my debit card I managed to track down through the charges who used the cards
55459,disgusted,Nope  Its such a pain too Having to contact the credit card company and get a new card issued 
55464,annoyed,Oh wow I would be furious to say the least
55465,annoyed,Well thats good and hopefully the next one doesnt do it too
55466,annoyed,Right  Id barely used it  Luckily the store agreed to replace it
55486,disgusted,That is really gross How did that happen
55487,disgusted,Oh I see So nothing really bad that could cause a problem really lol
55488,disgusted,I dont think I would help again unless someone found me a face shield
55489,disgusted,ok so i used to work as a wound care specialist and i was helping a coworker There is a thing called a pulse lavage amd it sprays water in the wound
55490,disgusted,lol We ran out of face shields and she accidentally sprayed me in the face 
55491,disgusted,I made sure I had plenty from then on I had to go through a special shower and have my eyes checked It was horrible
55570,disgusted,Omg my current dog does that sometimes She pukes up bile if she doesnt eat so I always have to make sure she is eating her food
55571,disgusted,Oh gross that is disgusting I hope your little buddy is okay though I dont envy you at all
55572,disgusted,well when mine did last week when I went to clean it up it stuck so bad it almost made vomit too
55629,disgusted,Oh I bet probably made you feel sick to your stomach after
55630,disgusted,Thats good easy to quickly notice that awful taste
55631,disgusted,I think so I didnt have that much thankfully or else I wouldve probably spent the day vomiting 
55632,disgusted,Yeah exactly At least milk isnt so sneaky right 
55684,disgusted,What did you eat
55685,disgusted,Oh gross makes me never want McDonalds again
55686,disgusted,I was at cMdonalds and was given a rotten cheese burger I almost puked after I ate it 
55706,disgusted,Yeah I know what you ean I have been to one before too and it was awesome 
55707,disgusted,haha yeah I know what you ean but at least you know it is fresh 
55708,disgusted,All of the food tasted so good but I couldnt get over how recently they killed the courses Stillmoving octopus No thank you
55756,annoyed,I would think that being an only child would be somewhat boring and lonely   HOw bad can it be with your brother
55757,annoyed,Thats not cool  I hope you did well in spite of not having your lucky pencil  Siblings can be quite pesky at times
55758,annoyed,He borrowed my lucky pencil when he knew I had an important test today And he knows I cant function without my lucky pencil during a test  
55853,disgusted,Oh shoot why is that
55854,disgusted,That may be gross but she is just putting effort into her appearnce
55855,disgusted,I go into the bathroom tonight and find my girlfriend plucking out her nose hairs into the sink
55856,disgusted,I might throw up I dont know what to think Ive never seen her do something like that
55936,annoyed,Why Did he do something terrible
55937,annoyed,Wow he is super rude Beat him up
55938,annoyed,hes just so obnoxious I was trying to get w my girlfriend and he kept coming into the room to interrupt us on purpose
55939,annoyed,alright if you insist be right back
56012,angry,Who did he bit
56013,angry,What can you do to help him stop drinking
56014,angry,a family friend Im getting so tired of his drinking
56015,angry,Im going to lock him in a room and let him rot
56056,angry,Oh no Have you ever had one before
56057,angry,Yeah but sometimes these things cant be avoided
56058,angry,No I have not I feel like it is my fault and I should have brushed more
56115,angry,At least you have a wife Probably would if it werent for fights over dumb things
56116,angry,I hope you are right
56117,angry,Well we dont ever really fight over dumb things And we also fight rarely we are over the worst fights lol
56200,disgusted,Woah I never had that happen to me
56201,disgusted,Yes we can truly not judge people because unless you are very close with a person you cant know their full story
56202,disgusted,It came as a total shock She would have been the last person I thought would be a hoarder
56272,annoyed,Do you hate when anybody tells you what to do or just figures of authority 
56273,annoyed,would you feel better if it was in the form of advise instead of point blank telling you to do something 
56274,annoyed,i dont think anyone should have the power or the right to tell you whats good for you if you didnt ask for help
56287,angry,Oh wow was in unprovoked 
56288,angry,Did you try to apologise before she hit you or did you not have time 
56289,angry,I didnt step on her intentionally that was a temper issue
56402,disgusted,Yuck At least the cockroach isnt in your kitchen anymore My cats like to catch mice and bring them to the front door
56403,disgusted,I wouldnt have been able to either Its super gross
56404,disgusted,Thats awful I had to leave the room I couldnt watch
56405,annoyed,Oh I bet that is frustrating  Can you report it to someone
56406,annoyed,I would feel the same way  Perhaps you could mention it to your coworker nicely and they will take pity on you  
56407,annoyed,I have a team leader who I can try to report it to but he always seems to brush me off Its getting old at this point
56457,angry,Thats awesome rain is good
56458,angry,oh no so what do you do in such instance
56459,angry,Rain would be good at first but like I said its oversaturated my crops and mold and mildew has set in
56460,angry,I have to just salvage what I can and move on to the next season
56535,disgusted,I think its so weird that cats do that Its like they are bringing us trophies or something
56536,disgusted,Yeah I would be a little horrified too if my cat did that Im dying of laughter thinking about your situation
56537,disgusted,I know He does it all the time Im glad hes catching mice but I dont need to see the bodies
56585,annoyed,Thats a shame Im sorry Does she have anything to keep her occupied while you work
56586,annoyed,I believe that a lot of people think because youre at home that you have time for things other than work
56587,annoyed,Yes plenty of toys books TV pets homework Its not easy getting any work done in my house
56682,disgusted,Oh Did you find any good deals
56683,disgusted,Uh ohWas it tainted I wouldnt risk it
56684,disgusted,I thought they were good deals until I got home and smelled some of the meat
56685,disgusted,I think it was all expired  It was so gross  I tossed it all
56708,angry,I have not I feel like it should be done by a professional 
56709,angry,Oh no Probably tons of years of dirt caked into the rug Did you use the right cleaner
56710,angry,Maybe the dirt adds to the whole antique feel of them 
56711,angry,I hope you can find a solution that works for you
56712,angry,Well I figured that out I cleaned mine last night They are clean but now they smell horrible
56713,angry,probably not I wish I would have just left them dirty I have them airing out outside now
56714,angry,LOL yeah so true
56735,angry,yes my internet provider is notorious for that
56736,angry,oh wow did they justify the overcharge id dispute it
56737,angry,Yea well I bought a dog from the dog pound and they over charged me by 50 and I was really upside by it
56741,annoyed,Yeah my cousin actually borrowed my car to take his driving test
56742,annoyed,I dont blame you  He should have been more responsible
56743,annoyed,What
56744,annoyed,I let my brother borrow mine and he brought it back and it looked like it had been wrecked and i got real upset with him
56745,annoyed,4
56846,disgusted,Yuck Did you throw the remote out
56847,disgusted,They have a mind of their own some days
56848,disgusted,I did luckily it was a cheap universal remote that I already had a replacement for but I still dont know what possessed my cat to use the remote instead of the clean litter box
56916,angry,Who are we talking about Im sorry youre upset Maybe you could talk to her and let her know you need help
56917,angry,Its okay We all need to vent sometimes Bosses are the worst people to deal with sometimes
56918,angry,My boss sorry im venting 
56926,annoyed,That is awful  I can deal with dogs barking during the day but at night is no good
56927,annoyed,I really hope they listen and can make some changes
56928,annoyed,Yeah they bark during the day too but Im usually not home I think Im gonna talk to them today when I get home
56929,annoyed,I hope so I want to sleep peacefully 
56955,angry,Oh man that is terrifying Im glad you didnt get hit What kind of crazy person tries to turn and change lanes at the same time
56956,angry,I know that feeling I see that kind of stuff all the time where I live too I hope you stay safe
56957,angry,I dont know People drive horribly where I live Its like a zoo every time I need to drive anywhere
56986,annoyed,Aw dang that must really be pain for you Have you talked with anyone else about this Im sure other people are having problems with this coworker also 
56987,annoyed,Ohhhhhhh yeah thats really hard on everyone then Taking it to corporate would be a good idea to help the company and the workers if you need to vent out any more frustrations just let me know
56988,annoyed,Oh yeah its been bothering everyone but he is a friend of the manager so he wont fire him At this point me and the other employees are planning on taking it to corporate to get this resolved
57006,disgusted,I do  It grosses me out even when its my own
57007,disgusted,I completely understand  Hopefully the manager was able to take care of it for you
57008,disgusted,I know  I went to this restaurant one time and when my food arrived I started to eat Thats when I noticed a piece of hair in my sandwich I was totally grossed out and lost my appetite
57009,disgusted,Yes They gave me another order to take home
57013,angry,Thats just disgusting
57014,angry,Im glad you were there to show that people still care
57015,angry,Yeah I was shocked someone could be so callous I went and bought the homeless guy a sandwich just to show him not everyones a jerk
57075,angry,Man that really stinks  Did insurance pay to repair your floor and cupboards
57076,angry,When will your house be put back together
57077,angry,Thankfully it was covered by insurance but it still got me upset to have to get our whole kitchen and living room redone
57235,annoyed,Mine went back to school today  I watched the bus drive off and I kinda looked around and said to myself Well shoot what now
57236,annoyed,Mine are older and think theyre too cool for everything  I took my usual first day of school picture and I got Mom arent we too old for this
57237,annoyed,When theyre little thats the best age for pictures  theyll never meet a camera that they dont like
57238,annoyed,The same  17 15 girls and 10 boy
57239,annoyed,Oh Im jealous Mine are just little and they have too much energy 
57240,annoyed,Aww thats too cute Mine are quick to line up and smile still
57241,annoyed,I have two girls and a boy you
57251,angry,You mustve been really disappointed in him Did you talk to him and find out why he did it
57252,angry,He better be Sounds like hes in the wrong crowd Hopefully he finds new friends soon
57253,angry,He was with a bunch of friends and everyone was doing it Hes grounded
57254,angry,Yes that was my recommendation 
57357,annoyed,Thats terrible  Are you repairing it yourself
57358,annoyed,Can they be fixed or do you have to get different cabinets
57359,annoyed,Luckily it was covered by insurance  However when our new cupboards arrived the fronts and sides were different colors
57461,annoyed,What do you think you can do about it
57462,annoyed,Busted thats good stealing is a horrible thing to deal with
57463,annoyed,Well I reported it and someone caught him in the act
57473,angry,You know I love cats but do you think it needs a mental evaluation or was it upset you were gone so long
57474,angry,Well it sounds like it was your fault then I would attack you to if you left me at home all day with food lol
57475,angry,I think it was over food he gets upset when he is hungry
57533,annoyed,That is frustrating Most people dont know basic trouble shooting skills 
57534,annoyed,Yeah it can be hard to be patient with people like that 
57535,annoyed,Yes And they also think we have nothing better to do then to just sit and wait for their call grrrr 
57536,angry,I would be mad too you should demand him to buy you more
57537,angry,Yeah make him regret doing such a cruel thing 
57538,angry,Oh trust me I will Might make him clean the house for it as well to make up for it 
57599,angry,Oh no Did he make a big mess
57600,angry,Did you have to teach him a lesson
57601,angry,Oh yeah He was Baddddd
57718,disgusted,Oh no What
57719,disgusted,Eeewwww I have never seen that in real life but just the thought is super disgusting
57720,disgusted,Seeing people eat live worms shivers the though makes me want to puke I hate how slimey and squirmy they are
58153,disgusted,Oh no That stinks
58154,disgusted,Haha Its good you could see the big picture in a stressful situation
58155,disgusted,Yeah Haha they only saved themselves about 20 seconds
58174,annoyed,Whoa thats pretty darn late Did you ask her why she was out so long
58175,annoyed,Well thats frustrating Hopefully next time shell think more about how her actions affect you
58176,annoyed,I did and she really didnt have any good excuse Just being inconsiderate
58198,angry,my goodness i feel terrible
58199,angry,wow i hope it all works out soon
58200,angry,It was awful We had to call the police He was crazy
58390,annoyed,LOL that sucks What are you gonna do
58391,annoyed,Hopefully he stays there and catches those rats
58392,annoyed,We just keep putting him back at the barn and making sure his food bowl is filled to hopefully entice him to stay
58454,annoyed,awe man thats the worst
58455,annoyed,thats really sucks
58456,annoyed, I tried reconnectiong and it would work for a while and then disconnect again it was a really good movie too
58470,angry,Oh no Hopefully that is the first time that has happened
58471,angry,That is terrible Especially since it was the whole day Are you planning to punish her
58472,angry,Lol  I love it  That is a great way to remind her of why she shouldnt lie
58473,angry,I bet she wont do that again
58474,angry,Nope School called me yesterday to inform me she never showed I asked my daughter how her day was at school and she totally played it off like she was there the entire day had no idea i was on to her
58475,angry,oh yeah She is grounded and now has to wear a uniform to school even though the school doesnt require it LOL
58476,angry,Yep thank you very much
58520,angry,Well it is good that you did not marry him I had a husband who cheated
58521,angry,Consider yourself very luck A leopard never change his strips
58522,angry,Oh wow Yeah I cant even imagine if I had married him Im glad he showed his true colors early on I never had to see him again after that
58541,annoyed,That must have been frustrating What did you do 
58542,annoyed,That made me laugh And you are a great babysitter 
58543,annoyed,I kept cleaning it up and put down a bunch of towels around her to protect the floor I think it comes with the territory she gets what she wants
58561,disgusted,You mean the kitchen staff
58562,disgusted,I try not to think to much about kitchen sanitation when I go out to eat 
58563,disgusted,yes
58564,disgusted,neither do I but i seen it with my own eyes 
58565,angry,Oh no Do you have a suspect
58566,angry,I hope it turns up or is returned to you soon
58567,angry,Not exactly I have many friends and acquaintances in my dorm on the regular so Im not sure who it could be
58661,disgusted,oh no who messes up bbq
58662,disgusted,probably bad meat
58663,disgusted,I have no idea but it was the worst taste ever It tasted rotten 
58671,disgusted,my dear thats gross
58672,disgusted,oh i bet
58673,disgusted,Yeah it wouldnt really phase me now but at the time it was a crisis haha
58814,annoyed,Oh no I bet you were mad Was she very sorry
58815,annoyed,Siblings You love them but sometimes they can be such a pain
58816,annoyed,no she wasnt sorry shes never sorry
58817,annoyed,i huge pain
58841,angry,Aw that is terrible Hopefully you did not have much money inside I guess the worst part is all the cards that have to be replaced So sorry to hear this 
58842,angry,Ouch You know that you can replace all those cards online now A bit easier than it used to be
58843,angry,thanks no ididnt have much money in it had credit cards and my DL and SS card
58844,angry,no i didnt ive been on the phone all day speaking with reps
58963,disgusted,Oh gross Did it feel slimy
58964,disgusted,Im sorry That would be unpleasant
58965,disgusted,Yes it did It was not a nice feeling at all 
58966,disgusted,Oh yes it was very unpleasant
58995,disgusted,What did you see
58996,disgusted,Wow that is pretty crazy What did you do
58997,disgusted,Two homeless people on the side of the highway walking completely nude
58998,disgusted,I jsut kept driving but it was crazy to see
59005,disgusted,That is thoughtful Recycling is a great way to help the environment
59006,disgusted,Oh that is a bummer Oh well everyone is entitled to do what they want
59007,disgusted,I think so too But unfortunately she seemed to think that it would be too much work for her
59020,disgusted,What did you see
59021,disgusted,Thats disgusting I would never eat there again
59022,disgusted,I noticed one of the employees spitting in someone elses food
59109,angry,My mom can too What did she do
59110,angry,Sometimes our mothers forget that you are adult and thats not her child
59111,angry,Would you
59112,angry,Arent they all
59113,angry,She yelled at my girl for something stupid I was pissed
59114,angry,I dont know if she will ever remeber that she isnt
59115,angry,Yes My mom is crazy
59125,annoyed,That is terrible Did you complain to the company and get a discount
59126,annoyed,Yeah moving can be so stressful and expensive sometimes
59127,annoyed,I sure did but didnt help I had to pay the movers to drive another 30 miles away even after confirming that morning with pods
59128,annoyed,cost me about 14k crazyness
59143,angry,Where did you eat And what happened
59144,angry,I hate when that happens
59145,angry,Wildhorse Saloon Everyone ordered and got their food except me 
59146,angry,except i put my order back in  and 45 mins still hadnt got it Manager gave me chocolate cake  but im allergic and couldnt even eat it Had to pick off friends plates
59190,annoyed,I know how you feel I have a brother I feel the same way about
59191,annoyed,Thats not good Have you thought about turning her in
59192,annoyed,She just stole money from me yet again I might have to stop being around her
59193,annoyed,Hell no thats family and she has an addiction In can weirdly understand but thats why she keeps doing it
59302,disgusted,Oh gosh Thats awful sorry you had to experience that What did you do after finding it 
59303,disgusted,Aww I wonder how he died poor raccoon Even if they are sneaky little creatures its pretty sad 
59304,disgusted,I got a bag to clean up the body and i buried him
59356,disgusted,Like the kind a cat vomits or came off of a brush Im hoping for you it came from a brush
59357,disgusted,Oh my goodness for a lack of better terms I would be no good after that
59358,disgusted,nope it squeezed betwixt my toes
59400,disgusted,What was wrong with it
59401,disgusted,Oh thats so gross I would have sent it back too
59402,disgusted,There was a hair baked into one of my raviolis  super long and not mine at all
59431,annoyed,Yikes I had when that happens Do you live with this guy
59432,annoyed,Good for you Get it done
59433,annoyed,Yeah But im about to confront him about it
59437,angry,Thats not fair Does it go on your property
59438,angry,I see Have you tried talking to your neighbor about it
59439,angry,yes and i have started throwing it on his porch with a shovel
59456,disgusted,What happened to your car
59457,disgusted,Oh yikes thats awful
59458,disgusted,I recently got a set of new tires and a week later a tire blew while I was driving to work
59522,annoyed,im sorry did you say anything to him
59523,annoyed,Yeah i would have yelled at him
59524,annoyed,Well we just passed each other on the road I should have honked my horn though because I was upset
59548,angry,oh no were you polite to him It can be pretty frustrating
59549,angry,oh no is there any way you can file a complaint against him And its the same guy So weird
59550,angry,Well this isnt the first time hes called I was irritated he wont leave me alone
59598,annoyed,Are you tired or do you have early plans tomorrow
59599,annoyed,Oh thats exciting There is nothing like relaxing on the porch in the evening 
59600,annoyed,Oh thats cool How many do you have
59601,annoyed,yes and yes im having a porch built
59602,annoyed,naw its for my birds
59615,angry,Oh no Are you okay
59616,angry,Ouch That sounds painful You poor thing
59617,angry,yep landed on my keys
59749,annoyed,did you tell them to stop speaking
59750,annoyed,i bet Next time call the people in charge
59751,annoyed,I did tell them to stop They ignored me and snickered instead It was irritating
59834,disgusted,Oh no I am afraid to ask what it was but what was it
59835,disgusted,Yuck You better put a trap up there You know they have these wireless web cams these days for really cheap so it may be a good idea to get one of those so you know for sure if you have an infestation
59836,disgusted,I found a dead rat up there now im worried i might have more
59886,annoyed,I am sorry to hear that How did that make you feel
59887,annoyed,I feel your pain I hope you had someone to lean on
59888,annoyed,I was crying I wished there was something I could have done
59889,annoyed,Yes I did but it still didnt ease the pain
59911,angry,That is not ok to do
59912,angry,Yeah people like that are jerks
59913,angry,Definitely not accidents do happen sometimes but at least he could have apologized
59914,angry,Yes but what goes around comes back around
60141,annoyed,Oh they need to take care of that asap
60142,annoyed,Well for your sake I hope it gets taken care of soon
60143,annoyed,Yeah it is really gross We only have to get it out of the door anyway
60183,disgusted,Aww so cute I bet your having such a fun time with himher
60184,disgusted,Wow I didnt know you could litter train rabbits Its always challenging house training a new pet I hope he learns quick
60185,disgusted,Its fun but also a bit yucky He isnt litter trained yet and has made a mess of the carpets
60318,angry,Ugh you need to tell him to return those things and tidy up the house 
60319,angry,He might just be bluffing Unless someone broke into your house
60320,angry,He denied doing it Said he was like that when he got there and he tried to clean up The only other person who had keys to my place was with me
60370,annoyed,I have had that happen before and it is super annoying
60371,annoyed,I do not blame you one bit
60372,annoyed,Yes I guess next time I will give them a false number
60382,disgusted,Ouch What did they do for it
60383,disgusted,That sounds so painful I hope it gets better fast
60384,disgusted,He numbed up the toe and dug out the section that was ingrown It was all red and infected My poor kid
60426,disgusted,I feel like this is me Im clean but Im stuck with a dirty roommate who doesnt do dishes And I also live in a place that is old and looks terrible to begin with Sorry you have to deal with that because I know I hate living in it
60427,disgusted,Me either Ive always been a fairly clean person Had to move out of my parents home for college and both roommates Ive had have been kind of messy I dont know how people dont feel weird and uncomfortable making other people live inclean up their mess
60428,disgusted,Oh man at least i dont have to live with it I dont know how people are ok with nasty homelifves
60429,disgusted,Some people are just wired differently i guess
60468,disgusted,Oh that is horrible I am sorry that happened to you
60469,disgusted,I dont blame you I wouldnt want to mess with that either 
60470,disgusted,Its okay I called a deep cleaning company to clean it up because I so disgusted by it
60515,annoyed,Sorry to hear that What is he barking at
60516,annoyed,Maybe turn on the TV and find a show about dogs He might be too distracted to bark
60517,annoyed,The freaking wall from waht i can tell
60518,annoyed,That might work I havent thought of that
60609,angry,Oh no What happened
60610,angry,That is so scary I am glad that you are okay People are so crazy
60611,angry,He stopped in fron of my car and proceeded to yell at me
60612,angry,I know right And thanks it was pretty surreal
60778,disgusted,I hear you Sometimes the realities and brutal nature of the world is hard to learn and know about Almost makes you want to be ignorant to it all Did you recently encounter this
60779,disgusted,Yeah its also kind of disgusting how much the news plays those stories up because they know it garners views The kind of if it bleeds it leads idea But I guess were the people that eat it up and make them do that
60780,disgusted,I didnt i just saw it on the news and it reminded me of how much it bothers me
60808,annoyed,Okay so you need a can of hairspray
60809,annoyed,Well the alcohol in it will paralyze it enough for you to be able to kill it
60810,annoyed,How will that help Honestly I am so annoyed right now Ill do anything to make it go away 
60811,annoyed,Thanks Ill give it a try next time I see it 
60840,angry,Oh no Was the date still good
60841,angry,Lol at least Dominos is good
60842,angry,Yea but I was angry the whole time because I had to order Dominos last minute to make up for my dogs indulgence 
60973,disgusted,Yea those shows are hard to watch 
60974,disgusted,Yea I agree People can commit some really horrific crimes It is scary
60975,disgusted,They are i totally agree with the death penalty though
60982,disgusted,Is he okay
60983,disgusted,ewwwww thats gross lol
60984,disgusted,Shes fine now  I only realized it after I stepped in her throw up when I got to the top of the stairs this morning I almost threw up myself
60993,annoyed,Oh thats the biggest pain  I feel like when you pay good money for care for your petthey should at least be on time
60994,annoyed,We move our lives and schedules around to take care of our petsthe least the can do is do their work well
60995,annoyed,Yes I agree 
61008,disgusted,Wow what did you see
61009,disgusted,Ugh I hope hes alright and it was nothing too bab
61010,disgusted,My dog getting sick all over the carpet
61011,disgusted,I hope so too Im going to take him to the vet tomorrow to be safe though
61054,disgusted,oh just wait thats nothing How long were you gone for
61055,disgusted,It rotted in 8 days Im pretty embarrassed 
61056,disgusted,About 8 days Why  Did you have something more gross I have to hear this ha ha
61099,disgusted,Ewww I hope you complained so they can fix the problem That is defenitly a health violation
61100,disgusted,Oh okay Hopefully it isnt a constant problem that would suck to loose your favourite resturant
61101,disgusted,I shouldve I kind of brushed it off because it was one of my favorite restaurants and it looked like a short and thin hair like an eyelash
61102,disgusted,I dont think it is Ive never had that problem before there I just hope it doesnt happen again because I totally lost my appetite 
61122,disgusted,Filled up You better clean it before it overflows
61123,disgusted,Ew yeah definitely sounds like it needs a good cleansing
61124,disgusted,It is super gross Not yet but just the smell is horrid
61128,disgusted,I have had that happen to me many times
61129,disgusted,It is definitely  a lot of work but it is the best type of work I have ever done
61130,disgusted,Yeah it was kind of a wakeup call since Im of the age to have children Like Well this is what I have to look forward to Im not wild about the idea of having to deal with getting little sleep and having to deal with their bodily fluids But I know it will make my wife happy
61152,angry,That sounds like a nightmare Hopefully no one was hurt
61153,angry,Did they take a lot of things
61154,angry,It was I am so thankful we were not home
61254,disgusted,Ugh do you know how it got there
61255,disgusted,Oh my goodness Do you think an intruder got in and used your house as a washroom for his dog
61256,disgusted,No thats the worst part I dont even have a dog
61361,disgusted,Okay so I never understood why people ate it What is it about it that makes them want to do that I just flicked mine And I thought it stopped at a childs age Really interesting
61362,disgusted,Ive heard of oral fixations before but only in the context of like chewing fingernails and smoking cigarettes etc But I guess if I think about it a lot of people chew fingernails and Im sure thats just as bad bacteriawise Maybe the booger eaters are on to something
61363,disgusted,I was so grossed out by it  I think it has to be a oral fixation or something like that
61364,disgusted,Maybe it helps build their immune system
61365,disgusted,That must have been unbearable Did you complain to the staff about the smell
61366,disgusted,Good I would avoid that airline too
61367,disgusted,I did because I was disgusted by it Safe to say I am never flying American Airlines again 
61427,disgusted,That game was suprising The browns of all teams lol
61428,disgusted,Yea true and they used their back ups moostly Foles is having a rough start
61429,disgusted,I know it was a shame but it is only preseason
61451,annoyed,Why did you get a cat
61452,annoyed,They are I hope yours behaves better in time
61453,annoyed,I love cats They are sweet animals
61454,annoyed,Thank you I think he is jsut getting too old to understand
61464,annoyed,I get that I have had jobs like that some people just thrive on drama they do not enjoy anything more than that
61465,annoyed,I understand that that is a great move by you do not get sucked in
61466,annoyed,It seems like it right The things they chirp and fight about seem so pointless Must be because theyre bored I dunno I just stay out of it
61467,angry,Eh give him a dollar and tell him to enter the contest himself
61468,angry,He doesnt sound too reasonable if you ask me
61469,angry,Yeah I dont think that will fly I won a prize and he wants to split the prize He knows the odds are small So since I won he wants to forget about trying to do it himself and just wants what I got
61529,angry,Yuck  I hate when friends do that
61530,angry,Yeah I dont blame you  Time to find some new friends
61531,angry,I have never experienced something like this before I cant help but feel rage
61572,annoyed,Did you take it back
61573,annoyed,Dang  Did you eat it or throw it away
61574,annoyed,No I didnt bother  I was too irritated
61575,disgusted,No tell me about it
61576,disgusted,Yeah eggplant is pretty gross
61577,disgusted,I was at a restaurant and they had deep fried eggplant  I thought I would try it    NEVER AGAIN THAT STUFF WAS NASTY AND GROSS
61578,disgusted,I shoulda taken it back to the kitchen and made them eat it
61595,angry,They didnt even eat it How dare they
61596,angry,Did you find out who did it
61597,angry,I know right  I was so upset someone would do that
61679,annoyed,what did they do
61680,annoyed,ouch thats annoying why dont you talk to him about it
61681,annoyed,He keeps pinching me every morning at school
61798,disgusted,Oh my what did you see  A mess I presume
61799,disgusted,Oh no that is definitely something you dont want to be surprised by
61800,disgusted,Yes my roomie had used the toilet and neglected to flush
