,emotion,labels_clean
45102,lonely,Yea definitely but only if you feel inclined
45103,lonely,I have been off and on I guess I need to start again
45104,sad,I know what you mean I got caught out in it by surprise totally ruined my bike ride
45105,sad,Yeah lightning is no joke Hopefully you have better weather this weekend and can get out
45106,sad,I am glad you are okay though
45164,sad,Hopefully he is ok did they find anything wrong
45165,sad,Thats pretty scary hopefully they can get him some meds and he gets to come home
45166,sad,He has been really sick for a while now but unfortunately he didnt get to come home with me today  
45205,lonely,How did you meet them
45206,lonely,Its always nice to go somewhere you can meet a lot of new people
45207,lonely,Through my college
45238,sad,Well Happy Birthday  Did you have a nice time
45239,sad,Oh no  I hope you feel better now and that you had a good time while you were on the trip at least
45240,sad,I went on a trip with some friends but whrn I came back home I didnt feel too hor
45241,sad,I just feel old now Old and unaccomplished
45287,lonely,Why not
45288,lonely,I love video games Thats not a bad weekend
45289,lonely,Theres always next weekend
45290,lonely,Nothing to do  Just sat around at home playing video games  
45291,lonely,Yeah  Should have gotten out to do something though  Felt like I wasted it
45292,lonely,Yeah thats true  Might turn out to be a better weekend D
45382,sad,I am so sorry to hear that thats such a hard decision to make 
45383,sad,I will hug my kitty just a little closer just knowing how short our time together is Sending you love and healing
45384,sad,It was a rough couple of days that is for sure
45453,lonely,Oh I am sorry to hear that maybe next time
45454,lonely,Yeah you gotta look on the bright side sometimes
45455,lonely,Thats ok Yea I hope next time as well
45495,lonely,How old are you now
45496,lonely,You should still do stuff your not that old
45497,lonely,35 I dont do anything anymore
45498,lonely,Too many kids and bills no time or money
45499,sad,When children disappoint us it can be particularly upsetting What did he do
45500,sad,You dont deserve that Hes lucky to have someone cooking for him
45501,sad,Yeah he scold me to cook well
45511,sad,Im so sorry to hear that She mustve been devastated
45512,sad,I am so sorry to hear that She might be hard to be around but I hope you spend some time with her
45513,sad,He passed away about 8 months ago and shes not doing well with it at all
45541,sad,Oh man thats terrible   Im so sorry 
45542,sad,Yeah  My grandmother was like that too  The backbone of the family  We all went our separate ways pretty much after she died  Dont let that happen to your family
45543,sad,Thank you  Its been tough  He brought our family together  It was his time I guess
45551,sad,Why is he in the ICU
45552,sad,Im sorry I hope he recovers
45553,sad,He had a lung transplant Friday Night
45557,lonely,you should hook up with somebody then
45558,lonely,it is not but you got to give it a try
45559,lonely,Sounds easy when you say it Its not though
45560,lonely,Two years alone makes it hard
45561,lonely,That really stinks You didnt go with them
45562,lonely,Ah Well I suppose its a good thing you didnt know him Less heartache for you I suppose
45563,lonely,No  I didnt know the person at all and I have to work
45627,sad,Im sorry to hear that
45628,sad,Thats a good way to think about it
45629,sad,Im glad I had the time with her that I did
45630,sad,Im sorry to hear that Why did you miss seeing her
45631,sad,aw no Maybe you should tell her that so next time shell come when you have time
45632,sad,I was really busy with work and she was only in town for a couple of dayS
45741,lonely,Im so sorry you are going through this  Maybe it would be a good thing to get a therapist so that you have someone that can help you through it
45742,lonely,Well I hope you do find that special someone and that the stress at work lets up a bit as well
45743,lonely,I am not a believer in therapy sessions They have temporary effects but cost much The only solution is get into relationship I hope to find that someone special
45782,lonely,Oh I bet Did you move far away
45783,lonely,Wow Why did you move so far 
45784,lonely,Its all the way across country from where I used to live
45785,lonely,It was for my work 
45814,sad,Aw I am sorry to hear that Is she still alive and well
45815,sad,Awwwwww poor little doggie I am sure she is chasing around mailmen happily in doggy heaven
45816,sad,No unfortunately she passed away in February  Its still hard thinking about it
45854,sad,Well since hes supposed to be IN the water you may have a fatality on your hands
45855,sad,Yeah youd better find him like quick  Or flood your house until you do  either way
45856,sad,I never thought about that WILSON WHERE ARE YOU
45914,lonely,All you must have been proud of yourself
45915,lonely,Thats so terrible How could they ditch you
45916,lonely,I wasnt My friends ditched me It was a terrible time
45936,sad,Awful Im so sorry Have you tried putting up posters
45937,sad,No doubt he will when he gets cold and hungry 
45938,sad,I have And no one has turned him in I do hope he finds his way home on his own
46024,lonely,Dang Do you have the whole house to yourself
46025,lonely,Thats really rough Maybe you should go to the gym and meet some friends
46026,lonely,yeah but i think i am going to miss her and feel alone
46074,sad,Im sorry to hear that thats got to be tough on you
46075,sad,Mine died a couple years ago and I still think of her 
46076,sad,Its a really rough time I have never been so sad in my life
46127,sad,Only you can change that my friend
46128,sad,Hey thats great  You should take a before picture today and an after picture one month from now
46129,sad,Yeah I started working out this month Im dedicated to at least lost 20 pounds
46136,sad,That is not good I dont think iguanas can live out in the wild
46137,sad,maybe you should lay out some bait he has to get hungry sometime
46138,sad,They sure cant I was so upset I do hope I find him in the next couple of days
46174,lonely,I imagine that must have been quite a lonely experience for you Did you see any ghosts
46175,lonely,Nice What kind of pizza was it
46176,lonely,No ghosts but I did order some pizza and had that delivered to me A large pizza all for me
46177,lonely,Extra cheese and sausage but I wish I could have shared a piece or two with my family
46271,sad,Ah thats a pity It really sucks to lose favorite shops
46272,sad,Its like losing a family member I hope you can find another shop like that someday
46273,sad,I am devastated that its gone
46332,sad,That is so terrible
46333,sad,You seem like a very good friend
46334,sad,I know I was crying for my friend She needs the support right now
46347,sad,Oh that is sad I hope you can spend some good time together then
46348,sad,I hope you can also visit her there if you get the chance
46349,sad,Yeah we have a whole day planned but Ill definitely miss her
46359,lonely,That could be kind of scary Have you tried to meet anyone that might could show you around and then maybe you would not be so lonely
46360,lonely,Well maybe try meeting some new friends Someone a little closer perhaps
46361,lonely,All of my coworkers are married and live in the suburbs
46362,lonely,I will try but Im such a shy person Thanks for your advice
46412,sad,Oh no Was it a small local place
46413,sad,Thats too bad small places are usually hidden gems for food
46414,sad,Yes it sure was Made GREAT pizza I miss them already
46422,sad,Oh that is just awful Losing someone is so hard 
46423,sad,Was he ill or was it sudden Either way its still painful 
46424,sad,i could not believe it
46487,lonely,Glad to hear your life took a turn Its always weird and even sometimes funny to look back on your life to see where you came from and how different and sometimes worse things were
46488,lonely,Well its always so annoying in the beginning when you know you have to change but to see how much work there is to do in order to reach that change Its hard for people to break things up into smaller pieces so its not so daunting But congratulations to you for reaching a happier place
46489,lonely,That is for sure it was not in a great place but with some hard work you can always improve
46497,lonely,Did they go away or did you break up
46498,lonely,Well remember that he is doing something healthy for himself and that should make your relationship stronger in the end
46499,lonely,No not really break up He is away getting help and he needs it so I have to tough it out
46500,lonely,I do it is hard but that is why I am willing to do through it
46510,lonely,Ah Im sorry to hear that Were you really busy today then
46511,lonely,Oh yeah I know it I have to work remote sometimes and depending on the mood loneliness hits hard
46512,lonely,Oh yes I am normally busy but those pangs of loneliness hit I hate them
46625,lonely,Aw I bet it wasnt You must have felt terribly lonely Im glad you found some new friends
46626,lonely,Thats great Congrats to you on your new life
46627,lonely,Thank you I am glad as well life has improved a lot
46644,sad,Wouldve been  Im very sorry for you
46645,sad,Thats so tragic Im very sorry
46646,sad,She was killed in a car crash last year
46647,lonely,Maybe you should see about signing up to some sort of social group
46648,lonely,Yeah but a lot of them wont come back Once they graduate theyll move off and start their lives
46649,lonely,That could be an option but Ill miss my actual friends a lot
46693,sad,Man that has to be a rough go
46694,sad,Sometimes they enjoy being able to get around on their own even if it is dangerous
46695,sad,He was very old I felt bad for him that he didnt have any family to help he almost got hit a few times I meanmaybe he is happy But I just felt bad 
46696,sad,true I would love that I just felt bad he didnt have any family I have lost a lot of people too and it would be hard to be all alone
46756,lonely,How terrible Im so sorry that happened How long ago was it
46757,lonely,Have you tried to find a counselor That might help you to get through it
46758,lonely,2 weeks ago I dont even have anyone to talk to Its the worst
46781,lonely,did you say something or show up anyway
46782,lonely,i guess thats true
46783,lonely,Well I thought about saying something but I feel like you cant force a friendship
46818,sad,Thats not good Take them away start early
46819,sad,No you dont have too Little kids can just play with toys and not on video games Its not good for them really
46820,sad,I have to He like to have my phone and the ipad playing the same video
46821,sad,I dont want him not wanting to play physically when he is older
46841,lonely,I cant imagine I have a hard time sitting for long hours too What are you looking in too
46842,lonely,Thats a job that is needed for sure You could also try and get a degree in programming it usually only takes a year So many things you can do Also look into selling online Its a great business if you stay on top of it daily 
46843,lonely,Thats the tricky part I dont really know I dont have a good college education or anything and truck driving pays well its just not healthy for my current lifestyle My cousin does heating and cooling and offered to help me there so I think Ill take him up on that
46920,lonely,Did you travel for work or for vacation
46921,lonely,Its too soon to be homesick
46922,lonely,I am on vacation The hostel I checked into is really empty right now so I have been thinking of home a lot
46938,lonely,Your company left you alone In what way That does sound like a troubling situation
46939,lonely,Oh I see That makes a little more sense Did everything work out or are they still gone
46940,lonely,They had to leave on an emergency and so then I was all by myself
46953,lonely,I know how you feel I can be lonely sometimes 
46954,lonely,I recommend taking some time to explore the city and find an hobby or interest and join some groups It takes time to find a new set of friends
46955,lonely,It really is I dont have any family or friends around I miss them
46956,lonely,Ill do that Thanks for the advice
46970,lonely,Long trip How can you afford it
46971,lonely,Okay I get it Ever seen the movie Hostel
46972,lonely,Its really cheap in South East Asia Its low season and there arent many people in the hostel so I have been thinking of home a lot
47023,sad,I am sure it is a bittersweet moment  I can relate myself  It takes some getting used to
47024,sad,You will still have plenty of time before your son becomes an unruly teenager  Cherish it
47025,sad,I mean im happy for the up coming peace and quiet but its still sad all my kids arent babies anymore
47026,sad,Ive got a 12 year old thats getting mighty close
47039,lonely, I was late to an appointment recently because I got stuck in a traffic jam 
47040,lonely,Thats so annoying Maybe you should leave earlier next time
47041,lonely,How late were you
47048,sad,Did you talk to your boss
47049,sad,Thats awful what did you want to do
47050,sad,yea didnt matter
47077,sad,Have you asked the merchant why it is late
47078,sad,I would be too They should be more diligent with their shipping estimates
47079,sad,Yeah to no response of course I am upset about it 
47108,lonely,Probably once or twice in my life but I dont go anywhere alone so  
47109,lonely,That is really crappy i think whatever makes you feel that way you should try to figure it out and battle it You deserve to be happy all the time 
47110,lonely,I sometimes feel this way Its kinda sad
47165,lonely,Could you call people
47166,lonely,Yes meet new people
47167,lonely,Thats a great idea I should spend a little bit more time outside of the area as well
47168,lonely,Thank you for the advice Ill take you up on that
47178,sad,Im so sorry to hear that Were you able to be there when she passed
47179,sad,Sometimes you dont know when theyll pass unfortunately I hope you take some time to grive
47180,sad,I was not I am so devestated
47299,lonely,oh im so sorry you felt this way I hope your mood will get better maybe watch a good comedy
47300,lonely,i understand how you feel though i would feel lonely but i would definitely do something fun like play video games or watch movie
47301,lonely,Thats not bad advice Maybe I should do something to take my mind off things And yeah it will eventually Nobodys fault so I shouldnt be brooding
47374,lonely,You must miss her But Im sure shell be back before you know it
47375,lonely,She must like to travel Have you ever gone with her
47376,lonely,I hope so She is always going on trips
47592,lonely,That really stinks Maybe you should try and find something that your good at and do that
47593,lonely,What do you think you are really good
47594,lonely,Yeah I should really work on something Im passionate about
47622,lonely,I know the feeling too Im a 1000 miles from my family 
47623,lonely,Yeah same to you Im counting down the days until I get to see them again 
47624,lonely,In 57 days according to my coutdown
47625,lonely,its horrid isnt  it im so sorry you are going thru that
47626,lonely,when do you think you will be able to see them
47627,lonely,how awesome where do they live
47642,lonely,Thats too bad Maybe you can call them
47643,lonely,I hear you Just think in the old days you would have to write letters lol
47644,lonely,Yeah I facetime them from time to time but its not the same
47705,lonely,What is the longest you have been apart
47706,lonely,Yea that will be a little lonely for sure Just try and stay productive as much as possible
47707,lonely,Only about a month Its going to be a little depressing around here but Ill make it
47751,sad,Aw I am sorry to hear that Im sure he was a good pet
47752,sad,Oh wow Pets can be just like family members Its hard to lose them I know
47753,sad,Yeah he was Ive had him since I was 5
47804,sad,Really How come
47805,sad,That is very disappointing Maybe next time text or talk on the phone a little bit to see if you will have something in common
47806,sad,We didnt have any common interest At some point during the date she seemed bored I called her but she didnt reply
47836,sad,oh wow that does suck Hopefully you can push it to another day this week
47837,sad,Defenitly and employers can be unreasonable sometimes
47838,sad,Yeah we are trying to reschedule it now but alas life happens I guess
48030,sad,But its good that you made friends though right Will you still be able to keep in touch with them
48031,sad,Well then thats all the more reason to take more trips so you can see them Maybe go on a couchsurfing tour of the world
48032,sad,Yea I still keep in touch but they live all over the world
48046,sad,why didnt you go 
48047,sad,ah that stinks
48048,sad,I couldnt afford a plane ticket
48213,sad,Im sorry you missed it
48214,sad,You need a new job that is more family oriented
48215,sad,yea couldnt get out of work
48241,sad,Im so sorry for your loss
48242,sad,I hope you will be able to heal from this 
48243,sad,Thank you I know its just a tiny little animal but I enjoyed having a pet of my own
48381,sad,you were too good for them anyway
48382,sad,im sure you will do great where ever you end up going
48383,sad,aw thanks a lot That made me smile
48468,sad,I am sorry it didnt work out But happy to hear you are happy now
48469,sad,That is so wonderful because that doesnt normally happen
48470,sad,Im the best Ive ever been actuallyfully selfemployed eating well in the company of great friendsits like lifes starting to cut me some slack
48545,lonely,Ah I know that feeling well My family moved around a ton while I was in grade school so I dont really have many long term friends Dont worry though youll make friends at your new job so easily you wont even remember you didnt have friends
48546,lonely,I mean yeah it cant hurt can it Im sure theyll be excited to meet you and get to know you as much as vice versa Plus who knows Your new best friend might be in there for all you know
48547,lonely,Thanks for the positive words I should probably make friends with my coworkers I mean I practically live at work
48555,lonely,That does sound lonely Do you have friends to turn to
48556,lonely,Well thats good If you can find a hobby to occupy those evenings that would be best
48557,lonely,I do have a few close friends that Im very grateful for  Its just the evening hours that get to me the most
48570,sad,Im sorry to hear that Adolph mustve had a happy life though
48571,sad,Man What was it like having a armadillo as a pet
48572,sad,He did He used to roll around the backyard like it was his own turf God bless his four footed soul
48573,sad,Thats really sad Were you close to him
48574,sad,I am sorry to hear that I was pretty distraught when I lost my granddad as well May he rest in peace
48575,sad,I was very close to him  He was my favorite grandparent and I really miss him
48696,sad,Oh man Did you get a chance to say goodbye
48697,sad,hm mustve been a big goldfish
48698,sad,I did I said goodbye to him while I was feasting upon his delicious corpse And that is why that will be the last time I take LSD
48705,lonely,Thats exciting I have no idea how that sport is even played but Im glad you go to go see it Did the team you were rooting for win
48706,lonely,I will definitely be on the lookout for it That is awesome though you were supporting your team You may have been all by yourself but you were the only one getting to celebrate Hell yeah brother
48707,lonely,You should try to watch at least once Yes my team won but as I went there all by myself I felt isolated
48718,lonely,Im so sorry to hear that Why did it happen
48719,lonely,Yea So you didnt get that warning not to date crazy hu
48720,lonely,The girl is insane
48759,sad,Ohh thats bad How did you feel
48760,sad,Ohh I am so sorry That ones my favorite too But I feel bad for you
48761,sad,Just the worst it was one of my favorite gourmet ice creams too salted caramel flavour
48793,lonely,Being alone or going bowling  or both
48794,lonely,Id get some new friends thats for sure  It stinks when they dont stick with you
48795,lonely,Both My friends ditched me Some friends they are
48808,sad,I can relate  Whats the saddest movie youve ever watched
48809,sad,Yea thats a really emotional one for a lot of people  I see that one mentioned a lot for tear jerkers
48810,sad,hmm thats a good question maybe some romantic movie like notebook
48858,sad,ah thats so sad why did she is leaving her though
48859,sad,i am so sure you will miss her Keep in touch with her though
48860,sad,Shes moving to another state sadly
48888,sad,Oh no  hav you been out looking for her
48889,sad,Did you put your phone number and things on the sign
48890,sad,I have I put up signs all over the neighborhood I do hope somebody returns her soon
48897,lonely,Yeah what happened next
48898,lonely,Why were you not sleeping
48899,lonely,I think I was the only one outside so I guess everyone was sleeping
49088,lonely,I understand that feeling sometimes
49089,lonely,You can tell me anything
49090,lonely,I just need one good friend I can spill my heart out to
49115,lonely,yeah may be kids changed nowadays
49116,lonely,then you should instigate something in school
49117,lonely,I get kind of bored
49151,sad,Oh no that is terrible
49152,sad,Im sorry that happened to you
49153,sad,Yeah now I have to cancel all my credit cards its such a hassle
49178,lonely,Do you just walk alone usually
49179,lonely,Maybe you can invite someone every now and then like a neighbor or someone you trust
49180,lonely,yes and its nice and relaxing just wouldnt mind company
49190,lonely,Really Why do you do that
49191,lonely,Yeah I understand that I hope you feel better
49192,lonely,I just feel more emotional some days than others
49199,lonely,Where did you go did you enjoy yourself
49200,lonely,why its good time to think
49201,lonely,I went to Subway  I hate being by myself so much
49205,lonely,oh why not quality is better than quantity
49206,lonely,ah that is also there You will make new friends
49207,lonely,Yes thats true I havent lived here long so I guess I just havent met enough people yet
49278,lonely,i am sorry to hear that was it a clean break
49279,lonely,i can understand that it is hard at first but then it gets better 
49280,lonely,No it was terrible  I hate to be all by myself
49339,lonely,Im sure youll make new friends really soon 
49340,lonely,Thats a great idea Maybe go to the park too and meet people there
49341,lonely,i hope so  i am going to look on facebook for local groups and activities
49468,sad,That sounds terrible I hate losing a pet
49469,sad,Did you end up getting another ever
49470,sad,It really was I loved that rabbit so much at the time
49511,lonely,Sorry to hear that Must feel quite lonely for you
49512,lonely,Luckily you can always contact your husband to see how he is doing and hear his voice
49513,lonely,Yes I dont like being home alone at night
49622,lonely,thats understabled i get it
49623,lonely,i get what you meam
49624,lonely,yeah he was always doing something saying somethinghahah
49733,sad,Sorry to hear that will you get another dog
49734,sad,Do you have any other pets
49735,sad,Not right now I think I will wait a while until I am ready
49764,lonely,Wont you enjoy less chaos
49765,lonely,The kids can always visit you
49766,lonely,Definitely you have a good point there  I love my peaceful moments  I just have very brief moments when I think of them all at home
49767,lonely,Indeed they do It was just my youngest daughter and I for about a year  My son and daughter have come back for a spell to get a break from adulting  They wasnt ready
49780,sad,I hope its not Game of Thorns
49781,sad,I need to look it up never heard of it
49782,sad,nohahaits an obscure show called what in the word a quirky British comedy sitcom
49786,lonely,Uh oh that sounds bad  Is it your wife
49787,lonely,Do you know who it is
49788,lonely,No My girl friend
49789,lonely,No
49891,lonely,Awww how sweet is he your only child It does get easier
49892,lonely,I felt the same way when my youngest started school They grow up so fast 
49893,lonely,No I have 3 he is my youngest son
49894,lonely,Yes they do In a way Im grateful because it is peaceful
49920,sad,That happens sometimes but Im sure you will make a lot of new friends in your new job
49921,sad,That is good maybe you can still hang out with them outside of work
49922,sad,Oh yeah its been good so far Plus we have social media to keep in touch
49970,sad,Who was in your family
50008,lonely,About what
50009,lonely,I am not really a football fan but it is fun to be a part of something
50010,lonely,my favort team won the foot ball macth
50053,lonely,Where did he go Is he calling you
50054,lonely,I understand
50055,lonely,He will when he gets time I think I thought Id enjoy the time alone but Im just lonely
50200,lonely,A little homesick  Are you traveling for vacation or for work
50201,lonely,I understand how you feel  Maybe its time to change locations
50202,lonely,Im on vacation The place Im staying at is really empty so Im just thinking of home a lot
50234,lonely,Awesome Is it the first ime
50235,lonely,Maybe you will a friend soon Or even meet a nice guy
50236,lonely,Yes but when I get home from work I have no one to talk to
50288,lonely,Are you looking for one or are you enjoying your singlehood
50289,lonely,That is true but they are out there  Keep looking and you will find one  Where are you trying to find them
50290,lonely,Im lookin  Good women are hard to come by
50291,lonely,Anywhere I can ha
50345,sad,Im sorry to hear that  How old is the cat
50346,sad,Ohh no  That is a long life for a cat and I know that makes it even harder  I hope she gets better
50347,sad,She is 23 If she isnt better in a few days we will have to put her down
50361,lonely,I would be too Try and find a time you can go back and see them
50362,lonely,Oh man That sounds great but bad at the same time 
50363,lonely,Were working on it It is more about their schedule than mine I work from home I can go anywhere any time
50385,sad,I am sorry to hear that Why didnt you get the promotion
50386,sad,It shouldnt be based off the seniority It should be based off skill and If you had the skill you should have gotten it
50387,sad,There were several other people that have more seniority than me so it makes sense still disappointing
50404,lonely,Its really tough isnt it  Im just getting to the end of that with my wife shes almost back  What are you going to do with your time
50405,lonely,Thats always good  At least you have something to do  Itll be over in no time
50406,lonely,Ive been mostly reading and watching stuff Im lucky that shes not into some of my shows because I dont have to wait for her to watch new episodes
50453,lonely,i am sorry to hear that But atleast they are having fun
50454,lonely,You should plan a surprise dinner for them and make their favorite dishes
50455,lonely,Yeah Im glad for that but I cant wait for them to come home on Saturday
50528,sad,that is so sad did you take him to the vet imidiatly
50529,sad,that is good i hope he recovers well from it
50530,sad,Yes I did  Thats why Im at home now 
50531,sad,Shell be fine I hope
50601,lonely,I know how you feel I have not seen mine as well as we all live so far away
50602,lonely,Yep I hardly talk to them even less to my dad
50603,lonely,Same It just feels like I am not even apart of the family sometimes
50620,sad,I know the feeling I lived far away from my parents in college It does get better
50621,sad,I had to try to make friends and see my parents when I could I wish you luck
50622,sad,I hope it does otherwise I dont know how I will deal with this sadness
50663,sad,Im so so sorry to hear that it cant be easy being in that position Have you spoken to anyone close to you about it
50664,sad,Definitely Not to make this about me but Ive had a lot of issues in my life that simply got worse over time because I kept it to myself
50665,sad,I have been too sad to tell anyone about this so I have kept it secret Do you think I should talk to someone
50672,sad, Im sorry to hear that I understand they can live a really long time Was it an old parrot
50673,sad,Thats sad to hear Im sure he lives a great life none the less
50674,sad,Not hat old about 25  He had a lot of years left but he got a disease I cant spell and passed away suddenly  Ive had him since he was a baby though
50675,sad,thats always a really hard thing  youll have a good time though
50676,sad,ive been there  But get out there and meet some new people  go get drunk and go to a party
50677,sad,I hope so right now I am just sad and have been crying in my dorm all day
50788,lonely,I know how you feel What helped me was getting a bicycle and get out in the sun for some exercise
50789,lonely,I feel you Well it sounds like you keep yourself busy with a hobby at least 
50790,lonely,I like to go outside sometimes but I try to keep my mind busy so I dont get more upset I have a partnerkind ofbut he is away getting help and everyday I just dont know everyday how it will go or how long it will take Its hard
50791,lonely,WORK is my hobby lol and business Good hobby right now 
50818,lonely,Oh no Im sorry  What went badly  One things or just lots of little things
50819,lonely,I completely get it  Hope things are better tomorrow
50820,lonely,Oh well Partner is away at therapy for Goodness knows how longand he was a bit cranky yesterday so that makes me feel even more alone I didnt hear from him for awhile today and you know how that makes you feel nervous
50821,lonely,He seems better now PHEW Lol I hate it when others emotions control your day 
50924,sad,I get that What show is it
50925,sad,I have never heard of it I did watch the movie though It would have been cool if they got Jennifer garner and Ben Afleck in it
50926,sad,I finished Daredevil I loved that show Im just glad that the Marvel shows are connected
50927,sad,Its a show on Netflix
50952,lonely,That is pretty hard my dude But join some clubs or get to know some people in your dorm area
50953,lonely,Also try joining a club you might end up in apartment with someone next year instead of the cramped dorms
50954,lonely,Yes I think I will have to do that because I dont want to feel lonely and cry in my room all day 
50982,sad,I am sorry to hear that  Unfortunately a lot of dog breeds have a high risk of cancer  Is it treatable  
50983,sad,Oh my  I have been in that situation before  You have my sympathies  
50984,sad,I guess not because the surgery didnt work so we have to put her down
50988,sad,that is not good why did you miss your sons game
50989,sad,well if it is work then it is ok because you have to put food on the table first i can relate to that
50990,sad,i wasnt able to get out of work on time due to being way too much work
51020,sad,aww im sorry thats always hard
51021,sad,I hope you are able to make some new friends  Or keep in touch with video calls
51022,sad,I am going to be so miserable
51059,sad,Thats really sad  Im sorry to hear that  Getting old stinks  I feel bad when I see someone who seems really lonely
51060,sad,Yea thats hard  You cant do anything now but maybe theres another neighbor that you can get close too 
51061,sad,I know I think she was just a widow and most of her friends had passed away or something I felt like I should have gotten closer to her but I also didnt want to intrude I dont know thats probably just a lame excuse It would have been easy enough for me to do
51109,lonely,Do they live far away from you
51110,lonely,wow that is far  I hope you guys use video chats
51111,lonely,they live 800 miles away and it makes it so hard when i miss them this much
51112,lonely,sometimes its hard because i have a ton of nieces and nephews and most of them are too young to have their own phones
51247,lonely,Its definitely not fair It seems almost as if people do not TRY to create a friendship or are playing both ends of the candle to see which bargain plans per friends are better and then make a choice
51248,lonely,Yes true friends understand and will work around your schedule and wont put you off or make you feel like you have done something wrong  
51249,lonely,Not sure how to approach it On the one hand we used to be good friends and hung out all the time in college Now after we graduated theyve grown distant I dont want to be annoying but I want to be available too you know Cause friendships are hard to maintaincreate as you get older
51263,sad,What happened to your grama
51264,sad,Im sorry to hear that were you close
51265,sad,She died when I was a kid from cancer 
51266,sad,Yeah we were I would be at her house almost every day durning the summer
51378,lonely,Thats great He sounds like a good addition in your life
51379,lonely,Awe I love my dog too shes really sweet Well except my dog doesnt listen so I guess your dog beats mine lol
51380,lonely,My life is now complete Hes so trustworthy and listens to everything I say to him lol 
51390,sad,That was really nice of you Did you find it
51391,sad,Well keep looking and maybe check the local animal shelters if you havent already
51392,sad,nope  i was really upset that we couldnt find him
51455,sad,Dammmnn is your cat ok
51456,sad,That is fking ridiculous I wouldve chased that car down and beat the living st out of the driver
51457,sad,No she passed away Im so sad right now
51552,sad,oh that sucks  celebrate during the weekend
51553,sad,there is always next year
51554,sad,i am planning on it I am not sure what else to do
51579,sad,Im sorry to hear that I have two dogs and know how they become part of the family
51580,sad,I know its defenitly painful to have to go through but its part of life Maybe get a new puppy to start lovingsharing life with shelters have so many dogs that need homes
51581,sad,Thanks for realizing my pain It saddens me that I these lovely companions cant live with us forever 
51638,lonely,You could have gone to a bar and found some friends 
51639,lonely,Thats what the alcohol is for lol
51640,lonely,That is true but I am not the best at meeting new people
51670,sad,Oh no what happened
51671,sad,That sucks I hope you found your dog
51672,sad,my brother left the gate open and my dog got out needless to say my brother got beatdown
51696,sad,Oh wow that sounds scary I hope your alright 
51697,sad,Thats great glad someone you knew passed by Hope its not going to be expensive to fix
51698,sad,Yes I played the radio until someone I knew passed by to stop to inquire Good thing I live in a small town where everyone knows me 
51877,lonely,Thats too bad
51878,lonely,wow thats kind of cruel
51879,lonely,It was on christmas no less tragic really
51930,lonely,Where have you been traveling
51931,lonely,Oh that sounds very exotic
51932,lonely,Im in Vietnam right now This hostel I am in is so empty 
51933,lonely,Maybe you can catch up on some sleep
51934,lonely,I know it will feel lonely but a good weekend to recharge will do some good
51935,lonely,I will need some for sure good idea
51977,lonely,Why so interestin
51978,lonely,I know the feeling Do you huys get to talk
51979,lonely,Well I did not realize how different it would be to be alone in the house for a few days  I dont really like it much
51980,sad,Why was it not a good day What happened
51981,sad,Oh Im so sorry to hear that  My father in law had to have hospice and although its not what you want to hear the people that work with hospice are really a lifeline for the family
51982,sad,The doctor recommended hospice for my grandad today
51983,sad,I know My grandmother hasnt been gone a year I dont want to lose him too just not a good day 
52041,sad,I am so sorry It happens to everyone and no one is ever prepared for it
52042,sad,Thats the only bad thing about having animals you are going to outlive them
52043,sad,Its almost like  I thought he would live with me forever He was there for most of my life
52066,lonely,Thats great  Did she move recently  Do you miss her
52067,lonely,Im sorry  That can be so tough when youre used to her being so close  Did she move far away
52068,lonely,She moved recently Its pretty lonely over here now
52069,lonely,across town i miss my neice the most
52161,lonely,Eek Sounds pretty scary I hate to be alone at night 
52162,lonely,Yeah pretty creepy Turn on some music or something so you dont get too nervous or anxious 
52163,lonely,Yea so do I Youd think Id get a lot done but its just so quiet
52222,lonely,Do you feel more lonely
52223,lonely,You should consider getting some new roomies
52224,lonely,Yea A lot I kinda miss them now lol
52228,sad,How long have you had your cat Mine used to be like that
52229,sad,ah a little old lady Has she always ignored you
52230,sad,A couple years shes an old cat though 15 years old
52360,sad,Oh my god thats so sad to hear How is he holding up
52361,sad,Aw cheer up friend Its rough now but it will get better Maybe you two should go to the pet store to try and find a new dog for him
52362,sad,He didnt make it and he was such a good dog who was friendly with everybody Ive been crying over it
52489,lonely,Im sorry to hear that  You should have some friends over  Throw a party and catch up on old times
52490,lonely,Yeah its always good to hang out with friends  That cheers me up when Im down
52491,lonely,You know thats a good idea 
52503,lonely,Why did you guys get divorced
52504,lonely,Well then it seems like it was a good choice  Next time around you will know more what to look for before getting married  I hope you find someone that matches up better with you
52505,lonely,I just couldnt stand her stealing all my money
52509,sad,oh no I bet your so sad right now im sorry for your loss
52510,sad,I know it can be upsetting and sad but take your time It will be ok 
52511,sad,I am I was crying all day I think I am going to go to the pet store to get another one once I feel better
52528,sad,Oh no  Im so sorry we just went through that with our pup  Its a hard choice to have to make
52529,sad,Im sorry you are having to make that choice but I feel its our duty to them to help them pass on when they are not going to get better and help them not suffer any longer
52530,sad,She has been sick for a month and is not improving
52534,sad,Thats so sad What do you think about that
52535,sad,It might be best to send him then On the bright side you will still be able to visit him and I am sure hell be taken care of very well
52536,sad,I dont want him to go but he is really ill
52537,sad,that is true
52557,lonely,Did you have fun there by yourself at least
52558,lonely,You should have joined one of the other groupls and pretended to belong  See who wouldve said something first
52559,lonely,I tried too but I felt bad seeing everyone else in large groups having a blast That shouldve have been me yesterday
52567,sad,Could there be a reason that he is
